#,Lender Name,Done,Website,Contact Name,Linkedin Profile,Contact E-Mail,Contact Phone,Lender Type,CRE - Construction,CRE-Residential,CRE - Land,CRE - Office,CRE - Industrial,CRE - Hotel,CRE - Retail,CRE - Other,Real Estate,Aircraft,Art,Insurance Premium,Yacht,Sports,Fund - LP,Fund - NAV,Fund - GP,Fund - Mgmt Company,Fund - SCF,Other Financing (specify),Senior,Subbordinated,Recourse,Non-recourse,Based In,Geographic Coverage,"Lender Location (City, State, Country)",Note
196,Grafton Savings Bank,,https://www.graftonsavingsbank.com,Carolina Moore,https://www.linkedin.com/company/graftonsavingsbank,carolina.moore@graftonsavingsbank.com,+1 (786) 203-6464,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Government Contract / Commercial & Personal Banking / Lending & Deposit Services,0,0,0,0,Arlington,Domestic,Arlington,
197,Harborview Credit Union,,https://www.harborviewcreditunion.com,Kevin Jackson,https://www.linkedin.com/company/harborviewcreditunion,kevin.jackson@harborviewcreditunion.com,+1 (954) 989-3143,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & Retail Banking / Lending & Financial Services,0,0,0,0,US,Domestic,US,
198,Wraith Capital Advisors,,https://www.wraithcapitaladvisors.com,Paula Martin,https://www.linkedin.com/company/wraithcapitaladvisors,paula.martin@wraithcapitaladvisors.com,+1 (561) 852-5291,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Irvine, CA",Domestic,"Irvine, CA",
199,Catalyst Capital Group,,https://www.catalystcapitalgroup.com,Jason Lee,https://www.linkedin.com/company/catalystcapitalgroup,jason.lee@catalystcapitalgroup.com,+1 (818) 365-8239,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Digital asset trading / lending / investment services,0,0,0,0,"New York, NY, USA",International,"New York, NY, USA",
200,Beacon Asset Management,,https://www.beaconassetmanagement.com,Diana Perez,https://www.linkedin.com/company/beaconassetmanagement,diana.perez@beaconassetmanagement.com,+1 (323) 764-8007,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"New York, NY, USA",Global,"New York, NY, USA","Emerging Market Lender very active in Latam - Contact Daniel Sensel daniel.sensel@emso.com- Cash Flow lender for mid to large-cap companies, also Asset Backed Lending."
201,Xander Investment Group,,https://www.xanderinvestmentgroup.com,Ryan White,https://www.linkedin.com/company/xanderinvestmentgroup,ryan.white@xanderinvestmentgroup.com,+1 (949) 774-1158,Private Credit Fund,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"New York, NY, USA",Domestic,"New York, NY, USA",BJ is a common contact // Private debt against upper-upscale and luxury full-service hotels
202,Yonder Capital,,https://www.yondercapital.com,Lucia Harris,https://www.linkedin.com/company/yondercapital,lucia.harris@yondercapital.com,+1 (858) 314-2232,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,"US, Europe, Asia,Australia, Africa, Middle East",Global,"New York, NY, USA",Just raised a fund to lend against secondaries LP & GP positions
203,Zephyr Partners,,https://www.zephyrpartners.com,Eric Clark,https://www.linkedin.com/company/zephyrpartners,eric.clark@zephyrpartners.com,+1 (619) 907-3442,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Government Contract Finance / Private Credit Solutions,0,0,0,0,California,Domestic,Los Angeles,Like tech driven government contract lending
204,Catalyst Wealth Partners,,https://www.catalystwealthpartners.com,Marina Lewis,https://www.linkedin.com/company/catalystwealthpartners,marina.lewis@catalystwealthpartners.com,+1 (503) 758-1590,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"US, London, Dublin,Southampton",Global,"New York, NY, USA",Strong experience with federal receivables + asset-backed acquisition financing
205,Ivywood Bank,,https://www.ivywoodbank.com,Patrick Robinson,https://www.linkedin.com/company/ivywoodbank,patrick.robinson@ivywoodbank.com,+1 (206) 578-3426,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & Personal Banking / Lending,0,0,0,0,"Arlington, Virginia",Domestic,"Arlington, Virginia",Known for contract-backed lending; especially if agencies are DoD/FEMA/USFS
206,Astra Advisors,,https://www.astraadvisors.com,Teresa Walker,https://www.linkedin.com/company/astraadvisors,teresa.walker@astraadvisors.com,+1 (404) 640-3088,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Invoice Factoring & Working Capital Financing,0,0,0,0," Birmingham, AL",Domestic," Birmingham, AL",ABL + factoring 
207,Jasper Bancorp,,https://www.jasperbancorp.com,George Young,https://www.linkedin.com/company/jasperbancorp,george.young@jasperbancorp.com,+1 (678) 242-6050,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & Personal Banking / Lending,0,0,0,0,"Virginia, Maryland, Delaware, West Virginia and Kentucky",Domestic,"Harrisonburg, Virginia","Offers asset-based lending, lines of credit, equipment financing, M&A financing, and other credit solutions tailored to government contractors and asset-heavy firms."
208,Kingston Financial,,https://www.kingstonfinancial.com,Carmen Allen,https://www.linkedin.com/company/kingstonfinancial,carmen.allen@kingstonfinancial.com,+1 (770) 573-1653,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & Personal Banking / Lending,0,0,0,0,"Charles Town, Virginia",Domestic,"Charles Town, Virginia","Provides customized financing products for government contractors — working capital, M&A financing, SBA-backed loans,"
209,Dynamo Investment Management,,https://www.dynamoinvestmentmanagement.com,Edward King,https://www.linkedin.com/company/dynamoinvestmentmanagement,edward.king@dynamoinvestmentmanagement.com,+1 (704) 566-4441,Global Asset Manager,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,Maritime Lending,0,0,0,0,"Greenwich, Connecticut",Global,Miami,
210,Epoch Capital Markets,,https://www.epochcapitalmarkets.com,Adriana Wright,https://www.linkedin.com/company/epochcapitalmarkets,adriana.wright@epochcapitalmarkets.com,+1 (919) 898-5088,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Maritime Lending,1,1,1,1,"New York, NY, USA",Global,London,
211,Fulcrum Securities,,https://www.fulcrumsecurities.com,Peter Scott,https://www.linkedin.com/company/fulcrumsecurities,peter.scott@fulcrumsecurities.com,+1 (202) 882-2684,Global Asset Manager,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Maritime Lending,0,0,0,0,London,Global,London,
212,Prism Global Bank,,https://www.prismglobalbank.com,Daniela Torres,https://www.linkedin.com/company/prismglobalbank,daniela.torres@prismglobalbank.com,+1 (301) 562-7658,Global Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maritime Lending,0,0,0,0,"Oslo, Norway",Global,"Oslo, Norway",
213,Genesis Global Markets,,https://www.genesisglobalmarkets.com,Henry Nguyen,https://www.linkedin.com/company/genesisglobalmarkets,henry.nguyen@genesisglobalmarkets.com,+1 (571) 835-3532,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Shipping Finance,0,0,0,0,"Sydney, Australia",Global,"New York, NY, USA",
214,Harbinger Investment Solutions,,https://www.harbingerinvestmentsolutions.com,Fernanda Hill,https://www.linkedin.com/company/harbingerinvestmentsolutions,fernanda.hill@harbingerinvestmentsolutions.com,+1 (469) 442-3662,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,Maritime Lending,1,0,0,0,"Oslo, Norway",Global,"Oslo, Norway",
215,Blaze Asset Management,,https://www.blazeassetmanagement.com,Samuel Flores,https://www.linkedin.com/company/blazeassetmanagement,samuel.flores@blazeassetmanagement.com,+1 (972) 381-7755,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"Atlanta, Los Angeles, New York, Toronto and London",Global,"New York, NY, USA","Direct-lending, specialized on lending to private equity owned companies. Can do revolvers, term loans, 2nd liens and equity tags, they also do Liquid Credit, on the liquid credit it might be a good fit for XPI EM Bonds. "
216,Cobalt Investments,,https://www.cobaltinvestments.com,Claudia Green,https://www.linkedin.com/company/cobaltinvestments,claudia.green@cobaltinvestments.com,+1 (281) 225-3938,Private Credit Fund,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Salt Lake City, Utah",Domestic,"Salt Lake City, Utah","Real estate financing for multifamily/residential, industrial and other commercial properties nationally with a strong focus in Mountain West & Sunbelt for acquisition, bridge and construction. Can do senior, mezzanine and prefered equity. Ticket size $2M to $80M."
217,Lancaster Trust,,https://www.lancastertrust.com,Alexander Adams,https://www.linkedin.com/company/lancastertrust,alexander.adams@lancastertrust.com,+1 (212) 954-6442,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Banking & Lending Services,0,0,0,0,US,Domestic,New York,
218,Dynamo Credit Partners,,https://www.dynamocreditpartners.com,Lorena Nelson,https://www.linkedin.com/company/dynamocreditpartners,lorena.nelson@dynamocreditpartners.com,+1 (310) 621-5065,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asset-based lending platform,0,0,0,0,"Chicago, Illinois",Domestic,"Chicago, Illinois",Independent platform specialized in Asset-Based Lending (ABL).
219,Morrison Savings Bank,,https://www.morrisonsavingsbank.com,Philip Baker,https://www.linkedin.com/company/morrisonsavingsbank,philip.baker@morrisonsavingsbank.com,+1 (305) 473-3608,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & SBA Lending,1,0,1,0,"Wilmington, North Carolina, US",Domestic,"Wilmington, North Carolina, US","Bank specialized in lending to small and mid-sized businesses in the U.S.
They have highly specialized industry divisions, including Government Contracting, SBA loans, and financing for companies working with federal contracts."
220,Dusk Capital Group,,https://www.duskcapitalgroup.com,Mariana Hall,https://www.linkedin.com/company/duskcapitalgroup,mariana.hall@duskcapitalgroup.com,+1 (312) 918-2771,Private Credit Fund,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"New York, NY, USA",Domestic,New York,Referral by Baruch Litwin (BJ)
221,Newfield Credit Union,,https://www.newfieldcreditunion.com,Antonio Rivera,https://www.linkedin.com/company/newfieldcreditunion,antonio.rivera@newfieldcreditunion.com,+1 (415) 591-1634,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Boston, Massachusetts",Domestic,Boston,"Their focus is on tech and venture-backed companies, as well as traditional financial solutions, rather than asset-secured loans or financing backed by government contracts."
222,Epoch Lending,,https://www.epochlending.com,Silvia Campbell,https://www.linkedin.com/company/epochlending,silvia.campbell@epochlending.com,+1 (617) 681-4644,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Receivables & Government Contract Financing,0,0,0,0,"Herndon, VA",Domestic,"Herndon, VA","Firm exclusively specialized in financing for U.S. federal government contractors. They offer working capital solutions, factoring, lines of credit, and tailored structures for companies with government contracts (GovCon). "
223,Ember Credit Partners,,https://www.embercreditpartners.com,Francisco Mitchell,https://www.linkedin.com/company/embercreditpartners,francisco.mitchell@embercreditpartners.com,+1 (713) 404-8541,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Direct Lending & Credit Solutions,1,1,0,0,"New York, NY, USA",Domestic,"New York, NY, USA","BDC providing financing to middle-market companies in the U.S. They offer senior debt, unitranche, mezzanine, and structures for acquisitions, growth, or recapitalizations. Not an Asset-Based Lending lender; it may only be a fit if structured financing is sought for growth, M&A, or recapitalization of a company with strong cash flow (non-ABL)."
224,Oakridge Bank,,https://www.oakridgebank.com,Rosa Carter,https://www.linkedin.com/company/oakridgebank,rosa.carter@oakridgebank.com,+1 (214) 558-6000,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commercial & Consumer Banking / Capital Markets / Advisory,0,0,0,0,"Pittsburgh, Pennsylvania, US",,,"Corporate finance division of F.N.B., focused on mezzanine debt, subordinated debt, and growth capital for middle-market companies, including acquisitions and recapitalizations."
225,Flint Lending,,https://www.flintlending.com,Miguel Roberts,https://www.linkedin.com/company/flintlending,miguel.roberts@flintlending.com,+1 (602) 433-4652,Private Credit Fund,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,Direct Lending / Bridge / Mezzanine / Preferred Equity / CPACE / Structured Credit,1,1,0,0,"Atlanta, Gerogia",Domestic,"Atlanta, Gerogia",
226,Fulcrum Finance,,https://www.fulcrumfinance.com,Sandra Gomez,https://www.linkedin.com/company/fulcrumfinance,sandra.gomez@fulcrumfinance.com,+1 (480) 224-4164,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mexico City, Mexico",Domestic,Mexico City,
227,Quasar Global Bank,,https://www.quasarglobalbank.com,Rafael Phillips,https://www.linkedin.com/company/quasarglobalbank,rafael.phillips@quasarglobalbank.com,+1 (520) 608-6378,Global Bank,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Maritime Lending,1,0,1,0,"Cairo, Egypt",International,Anglophone West Africa,
228,Raptor Global Bank,,https://www.raptorglobalbank.com,Gloria Evans,https://www.linkedin.com/company/raptorglobalbank,gloria.evans@raptorglobalbank.com,+1 (512) 485-2137,Global Bank,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Maritime Lending,0,0,0,0,"Johannesburg, South Africa",Global,"Johannesburg, South Africa",
229,Sigma Global Bank,,https://www.sigmaglobalbank.com,Luis Turner,https://www.linkedin.com/company/sigmaglobalbank,luis.turner@sigmaglobalbank.com,+1 (646) 991-5573,Global Bank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Maritime Lending,1,1,1,0,"Johannesburg, South Africa",Global,"Johannesburg, South Africa",
230,Palmer Bancorp,,https://www.palmerbancorp.com,Raquel Diaz,https://www.linkedin.com/company/palmerbancorp,raquel.diaz@palmerbancorp.com,+1 (917) 559-9346,Regional Bank,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington",Domestic,"Dallas, Texas",
231,Quincy Financial,,https://www.quincyfinancial.com,Arturo Parker,https://www.linkedin.com/company/quincyfinancial,arturo.parker@quincyfinancial.com,+1 (347) 609-9785,Regional Bank,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Salt Lake City, Utah",Domestic,"Salt Lake City, Utah",
232,Glacier Finance,,https://www.glacierfinance.com,Pilar Cruz,https://www.linkedin.com/company/glacierfinance,pilar.cruz@glacierfinance.com,+1 (786) 539-1452,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Private Credit / Direct Lending,1,1,0,0,"West Palm Beach, FL",Domestic,"West Palm Beach, FL",
233,Richmond Trust,,https://www.richmondtrust.com,Enrique Edwards,https://www.linkedin.com/company/richmondtrust,enrique.edwards@richmondtrust.com,+1 (954) 318-5279,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Richmond (Glen Allen), Virginia",Domestic,"Richmond (Glen Allen), Virginia",
234,Shelton Savings Bank,,https://www.sheltonsavingsbank.com,Alicia Collins,https://www.linkedin.com/company/sheltonsavingsbank,alicia.collins@sheltonsavingsbank.com,+1 (561) 382-5349,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clayton, Missouri, US",Domestic,"Dallas, Texas",
235,Trenton Credit Union,,https://www.trentoncreditunion.com,Fernando Reyes,https://www.linkedin.com/company/trentoncreditunion,fernando.reyes@trentoncreditunion.com,+1 (818) 239-2776,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Birmingham, Alabama",Domestic,"Monroe, Luisiana",
236,Upton Bank,,https://www.uptonbank.com,Beatriz Stewart,https://www.linkedin.com/company/uptonbank,beatriz.stewart@uptonbank.com,+1 (323) 810-8119,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cincinnati,Domestic,Cincinnati,
237,Vanguard Bancorp,,https://www.vanguardbancorp.com,Gerardo Morris,https://www.linkedin.com/company/vanguardbancorp,gerardo.morris@vanguardbancorp.com,+1 (949) 553-6139,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, MN",Domestic,"Minneapolis, MN",
238,Genesis Capital Management,,https://www.genesiscapitalmanagement.com,Veronica Morales,https://www.linkedin.com/company/genesiscapitalmanagement,veronica.morales@genesiscapitalmanagement.com,+1 (858) 646-9379,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gov Contract Financing / Working Capital Lines,0,0,0,0,"McLean, VA, USA",Domestic,"McLean, VA, USA",
239,Harbinger Credit,,https://www.harbingercredit.com,Hugo Murphy,https://www.linkedin.com/company/harbingercredit,hugo.murphy@harbingercredit.com,+1 (619) 318-7311,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABL,1,0,0,0,"Northbrook, Illinois",Domestic,"Northbrook, Illinois",
240,Westbrook Financial,,https://www.westbrookfinancial.com,Leticia Cook,https://www.linkedin.com/company/westbrookfinancial,leticia.cook@westbrookfinancial.com,+1 (503) 790-4114,Regional Bank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Bethesda, Maryland",Domestic,"Washington, D.C",
241,Imperium Funding,,https://www.imperiumfunding.com,James Rogers,https://www.linkedin.com/company/imperiumfunding,james.rogers@imperiumfunding.com,+1 (206) 460-1727,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Private Equity / Growth Capital / Buyouts,0,0,0,0,"Coral Gables,Florida",Domestic,"Coral Gables, FL",
242,Halo Capital Management,,https://www.halocapitalmanagement.com,Maria Gutierrez,https://www.linkedin.com/company/halocapitalmanagement,maria.gutierrez@halocapitalmanagement.com,+1 (404) 925-8144,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Direct Lending / Structured Capital,1,1,0,0,"Dallas, Texas",Domestic,"Dallas, Texas",
243,Indigo Credit,,https://www.indigocredit.com,Carlos Ortiz,https://www.linkedin.com/company/indigocredit,carlos.ortiz@indigocredit.com,+1 (678) 201-9518,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Structured Debt + Equity / Growth Capital,0,0,0,0,"Los Angeles, CA, USA",Domestic,"Los Angeles, CA, USA",
244,Jetstream Funding,,https://www.jetstreamfunding.com,Jennifer Morgan,https://www.linkedin.com/company/jetstreamfunding,jennifer.morgan@jetstreamfunding.com,+1 (770) 751-4228,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,"Atlanta, Georgia",Domestic,"Atlanta, Gerogia",
245,Knightbridge Capital Advisors,,https://www.knightbridgecapitaladvisors.com,Roberto Cooper,https://www.linkedin.com/company/knightbridgecapitaladvisors,roberto.cooper@knightbridgecapitaladvisors.com,+1 (704) 572-8066,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Bethesda, Maryland",Domestic,"Washington, D.C",
246,Lunar Investment Group,,https://www.lunarinvestmentgroup.com,Sarah Peterson,https://www.linkedin.com/company/lunarinvestmentgroup,sarah.peterson@lunarinvestmentgroup.com,+1 (919) 271-6409,Private Credit Fund,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Equipment, CapEx, Technology, Project Finance",0,0,0,0,"Irvine, CA",Domestic,"Westminster, California",
247,Meridian Capital,,https://www.meridiancapital.com,Michael Bailey,https://www.linkedin.com/company/meridiancapital,michael.bailey@meridiancapital.com,+1 (202) 838-6143,Private Credit Fund,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New York, NY, USA",Domestic,"New York, NY, USA",
248,Nova Partners,,https://www.novapartners.com,Ana Reed,https://www.linkedin.com/company/novapartners,ana.reed@novapartners.com,+1 (301) 879-3041,Private Credit Fund,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,Public‑private C‑PACE financing,1,0,0,0,"New York, NY, USA",Domestic,"New York, NY, USA",
249,Yarmouth Trust,,https://www.yarmouthtrust.com,David Kelly,https://www.linkedin.com/company/yarmouthtrust,david.kelly@yarmouthtrust.com,+1 (571) 937-5920,Regional Bank,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Miami, FL, USA",International,"Miami, FL, USA",
250,Onyx Advisors,,https://www.onyxadvisors.com,Laura Howard,https://www.linkedin.com/company/onyxadvisors,laura.howard@onyxadvisors.com,+1 (469) 719-6067,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,"New York, NY, USA",Global,"New York, NY",
251,Zenith Savings Bank,,https://www.zenithsavingsbank.com,Daniel Ramos,https://www.linkedin.com/company/zenithsavingsbank,daniel.ramos@zenithsavingsbank.com,+1 (972) 882-7691,Regional Bank,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,"Hotel construction lender, Mortgages, pensions, insurance, auto loans",0,0,0,0,"Mexico City, Mexico",Domestic,Mexico City,
252,Alpine Credit Union,,https://www.alpinecreditunion.com,Patricia Kim,https://www.linkedin.com/company/alpinecreditunion,patricia.kim@alpinecreditunion.com,+1 (281) 534-7592,Regional Bank,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,Domestic,"Canon City, Colorado",
253,Paragon Asset Management,,https://www.paragonassetmanagement.com,Richard Cox,https://www.linkedin.com/company/paragonassetmanagement,richard.cox@paragonassetmanagement.com,+1 (212) 913-5844,Private Credit Fund,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"They can also finance Art, PE, Private Jets, Second Homes, Publicly Traded stocks",1,1,0,0,"Dallas, Texas",Domestic,"Dallas, Texas",
254,Quill Investments,,https://www.quillinvestments.com,Monica Ward,https://www.linkedin.com/company/quillinvestments,monica.ward@quillinvestments.com,+1 (310) 767-3085,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,USA,Global,"Boston, MA",
255,Ridge Capital Group,,https://www.ridgecapitalgroup.com,Thomas Richardson,https://www.linkedin.com/company/ridgecapitalgroup,thomas.richardson@ridgecapitalgroup.com,+1 (305) 396-7888,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,USA,Domestic,"New York, NY",
256,Imperium Global Advisors,,https://www.imperiumglobaladvisors.com,Elena Watson,https://www.linkedin.com/company/imperiumglobaladvisors,elena.watson@imperiumglobaladvisors.com,+1 (312) 880-7211,Global Asset Manager,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Netherlands,Global,"The Hague, NY",
257,Javelin Asset Management,,https://www.javelinassetmanagement.com,William Brooks,https://www.linkedin.com/company/javelinassetmanagement,william.brooks@javelinassetmanagement.com,+1 (415) 893-3851,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,USA,Global,"New York, NY",
258,Summit Credit Partners,,https://www.summitcreditpartners.com,Sophia Chavez,https://www.linkedin.com/company/summitcreditpartners,sophia.chavez@summitcreditpartners.com,+1 (617) 830-5930,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,International,Bogota,
259,Tidal Lending,,https://www.tidallending.com,Christopher Wood,https://www.linkedin.com/company/tidallending,christopher.wood@tidallending.com,+1 (713) 615-9977,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,USA,Global,"New York, NY",
260,Javelin Capital Advisors,,https://www.javelincapitaladvisors.com,Isabella Bennett,https://www.linkedin.com/company/javelincapitaladvisors,isabella.bennett@javelincapitaladvisors.com,+1 (214) 200-5978,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
261,Keystone Wealth Partners,,https://www.keystonewealthpartners.com,Andrew Gray,https://www.linkedin.com/company/keystonewealthpartners,andrew.gray@keystonewealthpartners.com,+1 (602) 493-4443,Global Asset Manager,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,USA,Global,Los Angeles,
262,Upland Finance,,https://www.uplandfinance.com,Natalia Mendoza,https://www.linkedin.com/company/uplandfinance,natalia.mendoza@uplandfinance.com,+1 (480) 640-6279,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,USA,Domestic,"New York, NY",
263,Keystone Investment Group,,https://www.keystoneinvestmentgroup.com,Matthew Ruiz,https://www.linkedin.com/company/keystoneinvestmentgroup,matthew.ruiz@keystoneinvestmentgroup.com,+1 (520) 676-8238,Other Lender,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,UK,International,London,
264,Latitude Investment Management,,https://www.latitudeinvestmentmanagement.com,Valentina Hughes,https://www.linkedin.com/company/latitudeinvestmentmanagement,valentina.hughes@latitudeinvestmentmanagement.com,+1 (512) 652-4501,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,UK,Global,London,
265,Valor Capital Management,,https://www.valorcapitalmanagement.com,Joshua Price,https://www.linkedin.com/company/valorcapitalmanagement,joshua.price@valorcapitalmanagement.com,+1 (646) 723-8752,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,USA,Global,"New York, NY",
266,Monarch Capital Markets,,https://www.monarchcapitalmarkets.com,Camila Alvarez,https://www.linkedin.com/company/monarchcapitalmarkets,camila.alvarez@monarchcapitalmarkets.com,+1 (917) 953-3780,Global Asset Manager,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,USA,Global,"New York, NY",
267,BlueRock Bank,,https://www.bluerockbank.com,Robert Castillo,https://www.linkedin.com/company/bluerockbank,robert.castillo@bluerockbank.com,+1 (347) 874-2389,Regional Bank,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,International,"New York, NY, USA",
268,Willow Credit,,https://www.willowcredit.com,Gabriela Sanders,https://www.linkedin.com/company/willowcredit,gabriela.sanders@willowcredit.com,+1 (786) 490-9445,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"Greenwich, CT, USA",
269,Nomad Securities,,https://www.nomadsecurities.com,John Patel,https://www.linkedin.com/company/nomadsecurities,john.patel@nomadsecurities.com,+1 (954) 879-6491,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,UK,Global,"London, UK",
